北山平庄森林公园,[],元宝山区,119.28748474149762,42.07039174674992
平庄公园,平庄天山路,元宝山区,119.27588599242353,42.04743861524578
古山森林公园,宝山路,元宝山区,119.28214042417757,42.0539694662122
山前公园,[],元宝山区,119.24146539291759,42.083160595298104
红庙子街心公园,红庙子镇,红山区,119.07719226801412,42.30579800660315
东山公园,安元线,元宝山区,119.3716170420828,42.37068098872708
市民广场,泰山路17号,元宝山区,119.25724259837534,42.036693485836516
银河广场,宝山路与银河街交汇处,元宝山区,119.28600236705658,42.03582301549418
元宝山广场,宝山街与中心路交叉口东140米,元宝山区,119.29393958991848,42.3042316477895
古山吉祥广场,古马线,元宝山区,119.3283738871605,42.070553147652866
下坎子村文化活动广场,406乡道西南40米,元宝山区,119.35388144585495,42.39628392443387
八家村和美文化广场,111国道西北侧,松山区,119.13511474847422,42.33274612123175
法治广场,111国道与后红线交叉口西南260米,红山区,119.1137408189173,42.3152885579284
唯美文化休闲广场,111国道北侧,松山区,119.24585660329187,42.39780158778723
